
******************************directory****************************
spec_dir: /home/cuihongwei/experiment/mcpat-gem5-master/spec2006
run_dir:  /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run
gem5_dir: /home/cuihongwei/experiment/experiment-gem5/raw-gem5
gem5_output_dir: /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332
benchmark_output:/home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332

******************************benchmark****************************
target:     401.bzip2
executable: bzip2
args:       input.combined 200
input:      
output:     /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run/input.combined.out
errout:     /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run/input.combined.err

******************************gem5****************************
arch:       /home/cuihongwei/experiment/experiment-gem5/raw-gem5/build/ARM/gem5.opt
config:     /home/cuihongwei/experiment/experiment-gem5/raw-gem5/configs/example/se.py
args:       --simpoint-profile --simpoint-interval=100000000 --maxinsts=900000000000 --cpu-type=NonCachingSimpleCPU --mem-type=SimpleMemory --mem-size=8GB

******************************simulation****************************
start time:(year-mon-day hour-minute-second)19-05-17 23-03-32
gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 compiled May 17 2019 22:58:52
gem5 started May 17 2019 23:03:33
1515000215500: system.cpu: Running Insts:      3030000000
1520000215500: system.cpu: Running Insts:      3040000000
1525000215500: system.cpu: Running Insts:      3050000000
1530000215500: system.cpu: Running Insts:      3060000000
1535000215500: system.cpu: Running Insts:      3070000000
1540000215500: system.cpu: Running Insts:      3080000000
1545000215500: system.cpu: Running Insts:      3090000000
1550000215500: system.cpu: Running Insts:      3100000000
1555000215500: system.cpu: Running Insts:      3110000000
1560000215500: system.cpu: Running Insts:      3120000000
1565000215500: system.cpu: Running Insts:      3130000000
1570000215500: system.cpu: Running Insts:      3140000000
1575000215500: system.cpu: Running Insts:      3150000000
1580000215500: system.cpu: Running Insts:      3160000000
1585000215500: system.cpu: Running Insts:      3170000000
1590000215500: system.cpu: Running Insts:      3180000000
1595000215500: system.cpu: Running Insts:      3190000000
1600000215500: system.cpu: Running Insts:      3200000000
1605000215500: system.cpu: Running Insts:      3210000000
1610000215500: system.cpu: Running Insts:      3220000000
1615000215500: system.cpu: Running Insts:      3230000000
1620000215500: system.cpu: Running Insts:      3240000000
1625000215500: system.cpu: Running Insts:      3250000000
1630000215500: system.cpu: Running Insts:      3260000000
1635000215500: system.cpu: Running Insts:      3270000000
1640000215500: system.cpu: Running Insts:      3280000000
1645000215500: system.cpu: Running Insts:      3290000000
1650000215500: system.cpu: Running Insts:      3300000000
1655000215500: system.cpu: Running Insts:      3310000000
1660000215500: system.cpu: Running Insts:      3320000000
1665000215500: system.cpu: Running Insts:      3330000000
1670000215500: system.cpu: Running Insts:      3340000000
1675000215500: system.cpu: Running Insts:      3350000000
1680000215500: system.cpu: Running Insts:      3360000000
1685000215500: system.cpu: Running Insts:      3370000000
1690000215500: system.cpu: Running Insts:      3380000000
1695000215500: system.cpu: Running Insts:      3390000000
1700000215500: system.cpu: Running Insts:      3400000000
1705000215500: system.cpu: Running Insts:      3410000000
1710000215500: system.cpu: Running Insts:      3420000000
1715000215500: system.cpu: Running Insts:      3430000000
1720000215500: system.cpu: Running Insts:      3440000000
1725000215500: system.cpu: Running Insts:      3450000000
1730000215500: system.cpu: Running Insts:      3460000000
1735000215500: system.cpu: Running Insts:      3470000000
1740000215500: system.cpu: Running Insts:      3480000000
1745000215500: system.cpu: Running Insts:      3490000000
1750000215500: system.cpu: Running Insts:      3500000000
1755000215500: system.cpu: Running Insts:      3510000000
1760000215500: system.cpu: Running Insts:      3520000000
1765000215500: system.cpu: Running Insts:      3530000000
1770000215500: system.cpu: Running Insts:      3540000000
1775000215500: system.cpu: Running Insts:      3550000000
1780000215500: system.cpu: Running Insts:      3560000000
1785000215500: system.cpu: Running Insts:      3570000000
1790000215500: system.cpu: Running Insts:      3580000000
1795000215500: system.cpu: Running Insts:      3590000000
1800000215500: system.cpu: Running Insts:      3600000000
1805000215500: system.cpu: Running Insts:      3610000000
1810000215500: system.cpu: Running Insts:      3620000000
1815000215500: system.cpu: Running Insts:      3630000000
1820000215500: system.cpu: Running Insts:      3640000000
1825000215500: system.cpu: Running Insts:      3650000000
1830000215500: system.cpu: Running Insts:      3660000000
1835000215500: system.cpu: Running Insts:      3670000000
1840000215500: system.cpu: Running Insts:      3680000000
1845000215500: system.cpu: Running Insts:      3690000000
1850000215500: system.cpu: Running Insts:      3700000000
1855000215500: system.cpu: Running Insts:      3710000000
1860000215500: system.cpu: Running Insts:      3720000000
1865000215500: system.cpu: Running Insts:      3730000000
1870000215500: system.cpu: Running Insts:      3740000000
1875000215500: system.cpu: Running Insts:      3750000000
1880000215500: system.cpu: Running Insts:      3760000000
1885000215500: system.cpu: Running Insts:      3770000000
1890000215500: system.cpu: Running Insts:      3780000000
1895000215500: system.cpu: Running Insts:      3790000000
1900000215500: system.cpu: Running Insts:      3800000000
1905000215500: system.cpu: Running Insts:      3810000000
1910000215500: system.cpu: Running Insts:      3820000000
1915000215500: system.cpu: Running Insts:      3830000000
1920000215500: system.cpu: Running Insts:      3840000000
1925000215500: system.cpu: Running Insts:      3850000000
1930000215500: system.cpu: Running Insts:      3860000000
1935000215500: system.cpu: Running Insts:      3870000000
1940000215500: system.cpu: Running Insts:      3880000000
1945000215500: system.cpu: Running Insts:      3890000000
1950000215500: system.cpu: Running Insts:      3900000000
1955000215500: system.cpu: Running Insts:      3910000000
1960000215500: system.cpu: Running Insts:      3920000000
1965000215500: system.cpu: Running Insts:      3930000000
1970000215500: system.cpu: Running Insts:      3940000000
1975000215500: system.cpu: Running Insts:      3950000000
1980000215500: system.cpu: Running Insts:      3960000000
1985000215500: system.cpu: Running Insts:      3970000000
1990000215500: system.cpu: Running Insts:      3980000000
1995000215500: system.cpu: Running Insts:      3990000000
2000000215500: system.cpu: Running Insts:      4000000000
2005000215500: system.cpu: Running Insts:      4010000000
2010000215500: system.cpu: Running Insts:      4020000000
2015000215500: system.cpu: Running Insts:      4030000000
2020000215500: system.cpu: Running Insts:      4040000000
2025000215500: system.cpu: Running Insts:      4050000000
2030000215500: system.cpu: Running Insts:      4060000000
2035000215500: system.cpu: Running Insts:      4070000000
2040000215500: system.cpu: Running Insts:      4080000000
2045000215500: system.cpu: Running Insts:      4090000000
2050000215500: system.cpu: Running Insts:      4100000000
2055000215500: system.cpu: Running Insts:      4110000000
2060000215500: system.cpu: Running Insts:      4120000000
2065000215500: system.cpu: Running Insts:      4130000000
2070000215500: system.cpu: Running Insts:      4140000000
2075000215500: system.cpu: Running Insts:      4150000000
2080000215500: system.cpu: Running Insts:      4160000000
2085000215500: system.cpu: Running Insts:      4170000000
2090000215500: system.cpu: Running Insts:      4180000000
2095000215500: system.cpu: Running Insts:      4190000000
2100000215500: system.cpu: Running Insts:      4200000000
2105000215500: system.cpu: Running Insts:      4210000000
2110000215500: system.cpu: Running Insts:      4220000000
2115000215500: system.cpu: Running Insts:      4230000000
2120000215500: system.cpu: Running Insts:      4240000000
2125000215500: system.cpu: Running Insts:      4250000000
2130000215500: system.cpu: Running Insts:      4260000000
2135000215500: system.cpu: Running Insts:      4270000000
2140000215500: system.cpu: Running Insts:      4280000000
2145000215500: system.cpu: Running Insts:      4290000000
2150000215500: system.cpu: Running Insts:      4300000000
2155000215500: system.cpu: Running Insts:      4310000000
2160000215500: system.cpu: Running Insts:      4320000000
2165000215500: system.cpu: Running Insts:      4330000000
2170000215500: system.cpu: Running Insts:      4340000000
2175000215500: system.cpu: Running Insts:      4350000000
2180000215500: system.cpu: Running Insts:      4360000000
2185000215500: system.cpu: Running Insts:      4370000000
2190000215500: system.cpu: Running Insts:      4380000000
2195000215500: system.cpu: Running Insts:      4390000000
2200000215500: system.cpu: Running Insts:      4400000000
2205000215500: system.cpu: Running Insts:      4410000000
2210000215500: system.cpu: Running Insts:      4420000000
2215000215500: system.cpu: Running Insts:      4430000000
2220000215500: system.cpu: Running Insts:      4440000000
2225000215500: system.cpu: Running Insts:      4450000000
2230000215500: system.cpu: Running Insts:      4460000000
2235000215500: system.cpu: Running Insts:      4470000000
2240000215500: system.cpu: Running Insts:      4480000000
2245000215500: system.cpu: Running Insts:      4490000000
2250000215500: system.cpu: Running Insts:      4500000000
2255000215500: system.cpu: Running Insts:      4510000000
2260000215500: system.cpu: Running Insts:      4520000000
2265000215500: system.cpu: Running Insts:      4530000000
2270000215500: system.cpu: Running Insts:      4540000000
2275000215500: system.cpu: Running Insts:      4550000000
2280000215500: system.cpu: Running Insts:      4560000000
2285000215500: system.cpu: Running Insts:      4570000000
2290000215500: system.cpu: Running Insts:      4580000000
2295000215500: system.cpu: Running Insts:      4590000000
2300000215500: system.cpu: Running Insts:      4600000000
2305000215500: system.cpu: Running Insts:      4610000000
2310000215500: system.cpu: Running Insts:      4620000000
